playerID,yearID,stint,teamID,lgID,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP
kretllo01,1953,2,SLA,AL,22,25,2,5,0,0,0,1,0,0,0,14,,0,2,,0
krsniro01,1953,1,CHA,AL,64,129,9,26,8,0,1,14,0,2,12,11,,0,2,,2
kryhodi01,1953,1,SLA,AL,104,338,35,94,18,4,16,50,0,5,26,33,,2,3,,10
kuennha01,1953,1,DET,AL,155,679,94,209,33,7,2,48,6,5,50,31,,1,1,,10
kuzavbo01,1953,1,NYA,AL,33,21,3,1,0,0,0,0,0,0,4,7,,0,1,,1
labincl01,1953,1,BRO,NL,37,28,1,2,1,0,0,0,0,0,3,18,,0,3,,0
landrho01,1953,1,CIN,NL,52,154,15,37,3,1,3,16,2,0,12,8,,1,0,,2
laneje01,1953,1,WS1,AL,20,9,2,1,1,0,0,0,0,0,2,2,,0,1,,0
laniema01,1953,1,NY1,NL,3,1,0,0,0,0,0,0,0,0,0,0,,0,0,,0
laniema01,1953,2,SLA,AL,10,6,0,1,0,0,0,0,0,0,0,1,,0,0,,0
lapalpa01,1953,1,PIT,NL,35,59,6,5,0,0,0,1,0,0,1,13,,0,3,,2
larsedo01,1953,1,SLA,AL,50,81,11,23,3,1,3,10,0,0,4,14,,0,0,,1
lemonbo01,1953,1,CLE,AL,51,112,12,26,9,1,2,17,2,0,7,20,,0,6,,1
lemonji01,1953,1,CLE,AL,16,46,5,8,1,0,1,5,0,0,3,15,,0,0,,0
lenhado01,1953,1,SLA,AL,97,303,37,96,15,0,10,35,1,2,41,41,,1,2,,8
leonadu02,1953,1,CHN,NL,45,10,0,3,1,0,0,2,0,0,0,1,,0,0,,0
lepcite01,1953,1,BOS,AL,66,161,17,38,4,2,4,11,0,0,17,24,,1,2,,5
lerchge01,1953,1,CIN,NL,22,17,2,5,1,0,0,2,0,0,5,6,,0,0,,0
liddldo01,1953,1,ML1,NL,31,34,2,3,0,0,0,1,0,0,3,9,,0,4,,0
lindejo01,1953,1,PIT,NL,58,91,11,26,6,1,4,15,0,0,16,15,,2,0,,6
lindejo01,1953,2,PHI,NL,11,18,3,7,1,0,0,2,0,0,6,2,,0,0,,0
liponjo01,1953,1,BOS,AL,60,145,18,31,7,0,0,13,1,0,14,16,,0,7,,5
liponjo01,1953,2,SLA,AL,7,9,0,2,0,0,0,1,0,0,0,1,,0,0,,0
littldi01,1953,1,SLA,AL,38,42,4,8,0,0,0,2,0,0,2,17,,0,5,,1
lockmwh01,1953,1,NY1,NL,150,607,85,179,22,4,9,61,3,4,52,36,,0,5,,5
loesbi01,1953,1,BRO,NL,32,56,2,7,1,1,0,4,0,0,1,13,,0,2,,2
loganjo01,1953,1,ML1,NL,150,611,100,167,27,8,11,73,2,2,41,33,,7,9,,13
lohrkja01,1953,1,PHI,NL,12,13,3,2,0,0,0,0,0,0,1,2,,0,0,,0
lollash01,1953,1,CHA,AL,113,334,46,96,19,0,8,54,1,0,47,29,,8,7,,7
lopated01,1953,1,NYA,AL,26,63,5,12,3,0,0,1,0,0,5,13,,0,5,,2
lopatst01,1953,1,PHI,NL,81,234,34,56,12,3,8,31,3,1,28,39,,0,4,,0
lowntu01,1953,1,CHN,NL,49,48,3,6,1,0,0,2,0,0,2,8,,0,2,,2
lowrepe01,1953,1,SLN,NL,104,182,26,49,9,2,5,27,1,0,15,21,,0,1,,8
lunddo01,1953,1,DET,AL,131,421,51,108,21,4,9,47,3,3,39,65,,2,8,,11
macdobi01,1953,1,PIT,NL,4,0,0,0,0,0,0,0,0,0,0,0,,0,1,,0
mackijo01,1953,1,PHA,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
madisda01,1953,1,DET,AL,32,11,1,1,0,0,0,0,0,0,0,2,,0,0,,1
maglisa01,1953,1,NY1,NL,27,48,6,13,1,0,0,9,0,0,2,13,,0,6,,3
mainwo01,1953,1,PIT,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
majesha01,1953,1,CLE,AL,50,50,6,15,1,0,2,12,0,0,3,8,,1,1,,1
mantlmi01,1953,1,NYA,AL,127,461,105,136,24,3,21,92,8,4,79,90,,0,0,,2
marioma01,1953,1,SLA,AL,3,7,0,0,0,0,0,0,0,0,0,0,,0,0,,0
marlodi01,1953,1,DET,AL,42,32,0,7,0,0,0,2,0,0,0,13,,0,1,,1
marolfr01,1953,1,SLN,NL,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0
marqubo01,1953,1,CIN,NL,40,44,9,12,1,1,2,3,0,0,4,11,,0,2,,0
marreco01,1953,1,WS1,AL,22,48,5,6,0,0,0,1,0,0,5,8,,0,1,,0
marshfr01,1953,1,CHA,AL,67,95,22,19,1,0,2,2,0,3,13,26,,1,2,,2
marshwi01,1953,1,CIN,NL,122,357,51,95,14,6,17,62,0,0,41,28,,0,2,,10
martiba01,1953,1,SLA,AL,4,2,0,0,0,0,0,0,0,0,1,0,,0,0,,0
martiba02,1953,1,CIN,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
martibi02,1953,1,NYA,AL,149,587,72,151,24,6,15,75,6,7,43,56,,6,9,,19
martimo01,1953,1,PHA,AL,58,42,0,4,0,0,0,1,0,0,0,16,,0,2,,1
mastewa02,1953,1,WS1,AL,29,51,2,7,1,0,0,5,0,0,6,21,,0,3,,1
matheed01,1953,1,ML1,NL,157,579,110,175,31,8,47,135,1,3,99,83,,2,1,,6
mauroca01,1953,1,BRO,NL,8,9,1,0,0,0,0,0,0,0,0,4,,0,0,,0
mauroca01,1953,2,WS1,AL,17,23,1,4,0,1,0,2,0,0,1,3,,0,0,,0
mauroca01,1953,3,PHA,AL,64,165,14,44,4,4,0,17,3,4,19,21,,0,0,,6
mayoja01,1953,1,PHI,NL,5,4,0,0,0,0,0,0,0,0,0,1,,0,0,,0
mccosba01,1953,1,CLE,AL,22,21,3,4,3,0,0,3,0,0,1,4,,0,0,,0
mcculcl01,1953,1,CHN,NL,77,229,21,59,3,2,6,23,0,0,15,23,,0,3,,9
mcdermi03,1953,1,BOS,AL,45,93,9,28,8,0,1,13,0,1,2,13,,0,0,,2
mcdonji04,1953,1,NYA,AL,29,41,2,4,0,0,0,4,0,0,2,18,,0,3,,0
mcdougi01,1953,1,NYA,AL,141,541,82,154,27,7,10,83,3,4,60,65,,5,8,,9
mcgheed01,1953,1,PHA,AL,104,358,36,94,11,4,1,29,4,3,32,43,,3,6,,12
mcmilro01,1953,1,CIN,NL,155,557,51,130,15,4,5,43,2,4,43,52,,1,9,,11
melesa01,1953,1,CHA,AL,140,481,64,132,26,8,12,82,3,1,58,47,,0,5,,14
mersoja01,1953,1,BOS,AL,1,4,0,0,0,0,0,0,0,0,0,0,,0,0,,0
metkoca01,1953,1,PIT,NL,26,41,5,6,0,1,1,7,0,0,6,3,,0,0,,0
metkoca01,1953,2,CHN,NL,61,124,19,29,9,0,2,12,2,1,16,10,,1,3,,6
meyerru01,1953,1,BRO,NL,34,75,6,11,1,0,0,2,0,0,3,21,,0,6,,2
michaca01,1953,1,PHA,AL,117,411,53,103,10,0,12,42,7,0,51,56,,1,6,,6
mickeed01,1953,1,SLA,AL,7,15,1,2,1,0,0,2,0,0,2,6,,0,0,,1
mickegl01,1953,1,BRO,NL,4,2,0,0,0,0,0,0,0,0,0,2,,0,0,,0
miksied01,1953,1,CHN,NL,142,577,61,145,17,6,8,39,13,4,33,59,,1,13,,18
millebi04,1953,1,NYA,AL,13,10,1,2,1,0,0,1,0,0,0,1,,0,1,,0
millebo02,1953,1,PHI,NL,35,55,5,10,1,0,0,3,0,0,0,17,,0,1,,1
millebo03,1953,1,DET,AL,13,8,0,1,0,0,0,0,0,0,0,0,,0,0,,0
millest01,1953,1,SLN,NL,42,43,4,8,2,0,0,1,0,0,3,2,,0,4,,2
millibo01,1953,1,BRO,NL,37,34,1,4,2,0,0,1,0,0,1,10,,0,2,,1
minnepa01,1953,1,CHN,NL,31,68,5,15,1,1,1,6,0,0,3,16,,0,3,,2
minosmi01,1953,1,CHA,AL,151,556,104,174,24,8,15,104,25,16,74,43,,17,8,,23
miranwi01,1953,1,SLA,AL,17,6,2,1,0,0,0,0,1,1,1,1,,0,0,,0
miranwi01,1953,2,NYA,AL,48,58,12,13,0,0,1,5,1,1,5,10,,0,0,,4
mitchda01,1953,1,CLE,AL,134,500,76,150,26,4,13,60,3,1,42,20,,0,0,,11
mizejo01,1953,1,NYA,AL,81,104,6,26,3,0,4,27,0,0,12,17,,2,0,,1
mizelvi01,1953,1,SLN,NL,33,83,4,7,1,1,1,8,0,0,3,42,,0,3,,0
moisabi01,1953,1,CHN,NL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
monahri01,1953,1,PHA,AL,4,2,0,0,0,0,0,0,0,0,0,0,,0,0,,0
montefe01,1953,1,PIT,NL,28,55,5,6,4,0,0,2,0,0,4,13,,3,0,,1
moorera02,1953,1,BRO,NL,1,3,0,0,0,0,0,0,0,0,0,0,,0,0,,0
morenju01,1953,1,WS1,AL,12,9,0,0,0,0,0,0,0,0,1,0,,0,0,,0
morgabo01,1953,1,BRO,NL,69,196,35,51,6,2,7,33,2,2,33,47,,1,2,,7
mossle01,1953,1,SLA,AL,78,239,21,66,14,1,2,28,0,1,18,31,,1,1,,10
muelldo01,1953,1,NY1,NL,131,480,56,160,12,2,6,60,2,0,19,13,,1,2,,7
mullipa01,1953,1,DET,AL,79,97,11,26,1,0,4,17,0,1,14,15,,0,0,,3
murrara01,1953,1,PHA,AL,84,268,25,76,14,3,6,41,0,0,18,25,,1,2,,6
musiast01,1953,1,SLN,NL,157,593,127,200,53,9,30,113,3,4,105,32,,0,0,,10
natonpe01,1953,1,PIT,NL,6,12,2,2,0,0,0,1,0,0,2,1,,0,0,,0
neveler01,1953,1,CIN,NL,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
newhoha01,1953,1,DET,AL,7,8,1,4,0,0,0,1,0,0,1,0,,0,0,,0
newsobo01,1953,1,PHA,AL,17,6,1,1,0,0,0,0,0,0,0,1,,0,1,,0
niarhgu01,1953,1,BOS,AL,16,35,6,7,1,1,0,2,0,1,4,4,,1,1,,0
nichobi01,1953,1,PHI,NL,38,62,12,13,5,1,2,16,0,0,12,20,,0,0,,2
niemabo01,1953,1,DET,AL,142,508,72,143,32,5,15,69,0,3,57,57,,0,3,,13
nixonwi01,1953,1,BOS,AL,23,42,4,8,1,0,0,3,0,0,5,9,,0,1,,0
noblera01,1953,1,NY1,NL,46,97,15,20,0,1,4,14,1,0,19,14,,3,0,,2
norenir01,1953,1,NYA,AL,109,345,55,92,12,6,6,46,3,3,42,39,,2,2,,5
nuxhajo01,1953,1,CIN,NL,30,49,6,16,2,0,3,8,0,0,4,13,,0,2,,1
obrieed01,1953,1,PIT,NL,89,261,21,62,5,3,0,14,6,1,17,30,,2,2,,4
obriejo03,1953,1,PIT,NL,89,279,28,69,13,2,2,22,1,1,21,36,,4,8,,9
oconnda02,1953,1,PIT,NL,149,588,88,173,26,8,7,55,3,4,57,42,,4,5,,13
oldisbo01,1953,1,WS1,AL,7,16,0,4,0,0,0,3,0,0,1,2,,0,0,,1
olsonka01,1953,1,BOS,AL,25,57,5,7,2,0,1,6,0,0,1,9,,0,0,,4
pafkoan01,1953,1,ML1,NL,140,516,70,153,23,4,17,72,2,1,37,33,,3,12,,14
paigesa01,1953,1,SLA,AL,57,29,1,2,0,0,0,2,0,0,0,9,,0,1,,0
palicer01,1953,1,BRO,NL,4,1,0,1,0,0,0,0,0,0,0,0,,0,0,,0
palysst01,1953,1,PHI,NL,2,2,0,0,0,0,0,0,0,0,1,0,,0,0,,0
parneme01,1953,1,BOS,AL,38,94,7,21,4,0,0,9,1,0,4,16,,0,6,,0
pearcji01,1953,1,WS1,AL,4,1,0,0,0,0,0,0,0,0,0,1,,0,0,,0
pedenle01,1953,1,WS1,AL,9,28,4,7,1,0,1,1,0,0,4,3,,0,1,,0
pellaed01,1953,1,PIT,NL,78,174,16,44,3,2,4,19,1,1,14,20,,0,1,,1
pendlji01,1953,1,ML1,NL,120,251,48,75,12,4,7,27,6,5,7,36,,2,1,,5
perkoha01,1953,1,CIN,NL,33,69,7,14,4,0,0,5,0,0,3,24,,1,0,,0
peskyjo01,1953,1,DET,AL,103,308,43,90,22,1,2,24,3,7,27,10,,2,5,,4
peterke01,1953,1,PHI,NL,15,7,1,0,0,0,0,0,0,0,0,2,,0,0,,2
pettipa01,1953,1,PIT,NL,11,8,0,2,0,0,0,0,0,0,2,2,,0,1,,0
phillda01,1953,1,PHA,AL,157,620,80,188,30,9,9,59,13,5,51,35,,2,4,,22
philled02,1953,1,SLN,NL,9,0,4,0,0,0,0,0,0,0,0,0,,0,0,,0
piercbi02,1953,1,CHA,AL,42,87,4,11,0,0,0,4,0,0,4,16,,1,10,,3
piersji01,1953,1,BOS,AL,151,585,76,159,21,9,3,52,11,10,41,52,,9,19,,12
pilledu01,1953,1,SLA,AL,31,53,4,7,1,0,1,4,0,0,5,16,,0,2,,1
pisonji01,1953,1,SLA,AL,3,12,1,1,0,0,1,1,0,0,0,5,,0,0,,0
podbibu01,1953,1,CIN,NL,36,56,2,7,0,0,0,2,0,0,2,11,,0,3,,0
podrejo01,1953,1,BRO,NL,34,36,5,11,0,0,0,1,1,0,0,1,,1,1,,1
polleho01,1953,1,PIT,NL,5,3,1,1,0,0,0,2,0,0,0,0,,0,1,,0
polleho01,1953,2,CHN,NL,25,31,2,4,0,0,0,0,0,0,3,6,,0,3,,0
portebo01,1953,1,WS1,AL,37,98,8,25,7,0,3,16,1,0,6,20,,0,4,,2
postwa01,1953,1,CIN,NL,11,33,3,8,1,0,1,4,1,0,4,6,,0,0,,2
preskjo01,1953,1,SLN,NL,35,59,6,13,1,0,0,2,0,0,4,5,,0,4,,3
priddje01,1953,1,DET,AL,65,196,14,46,6,2,1,24,1,1,17,19,,1,2,,6
qualtto01,1953,1,PHI,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
raffeke01,1953,1,CIN,NL,26,57,2,8,3,0,1,8,0,1,0,22,,0,8,,3
ramazbo01,1953,1,CHN,NL,26,39,3,6,2,0,0,4,0,0,3,4,,0,1,,1
randdi01,1953,1,SLN,NL,9,31,3,9,1,0,0,1,0,0,2,6,,0,1,,0
raschvi01,1953,1,NYA,AL,28,63,4,9,1,0,0,11,0,0,3,13,,0,5,,4
reesepe01,1953,1,BRO,NL,140,524,108,142,25,7,13,61,22,6,82,61,,4,15,,15
rennabi01,1953,1,NYA,AL,61,121,19,38,6,3,2,13,0,1,13,31,,1,2,,2
repulri01,1953,1,SLN,NL,153,567,75,156,25,4,15,66,3,6,33,71,,9,5,,14
reynoal01,1953,1,NYA,AL,42,41,3,5,2,0,0,2,0,0,7,11,,1,0,,4
rhodedu01,1953,1,NY1,NL,76,163,18,38,7,0,11,30,0,1,10,28,,0,0,,3
ricede01,1953,1,SLN,NL,135,419,32,99,22,1,6,37,0,0,48,49,,6,7,,13
riceha02,1953,1,SLN,NL,8,8,0,2,0,0,0,0,0,0,0,3,,0,0,,0
riceha02,1953,2,PIT,NL,78,286,39,89,16,1,4,42,0,1,17,22,,0,2,,5
richtal01,1953,1,BOS,AL,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0
ridzist01,1953,1,PHI,NL,42,36,3,7,3,0,1,4,0,0,2,9,,0,2,,1
rignebi01,1953,1,NY1,NL,19,20,2,5,0,0,0,1,0,0,0,5,,0,0,,0
riverji01,1953,1,CHA,AL,156,567,79,147,26,16,11,78,22,15,53,70,,6,13,,15
rizzuph01,1953,1,NYA,AL,134,413,54,112,21,3,2,54,4,3,71,39,,4,18,,6
roachme01,1953,1,ML1,NL,5,2,1,0,0,0,0,0,0,0,0,1,,0,0,,0
roberro01,1953,1,PHI,NL,44,123,14,22,5,1,1,7,0,0,7,29,,1,9,,4
robined01,1953,1,PHA,AL,156,615,64,152,28,4,22,102,1,2,63,56,,5,2,,13
robinja02,1953,1,BRO,NL,136,484,109,159,34,7,12,95,17,4,74,30,,7,9,,12
roepr01,1953,1,BRO,NL,25,57,4,3,0,0,1,2,0,0,3,18,,0,5,,0
rogovsa01,1953,1,CHA,AL,22,37,5,5,0,0,0,3,1,0,7,9,,0,2,,2
roigto01,1953,1,WS1,AL,3,8,0,1,1,0,0,0,0,0,0,1,,0,0,,0
romonjo01,1953,1,SLN,NL,2,2,0,0,0,0,0,0,0,0,0,1,,0,0,,0
rosenal01,1953,1,CLE,AL,155,599,115,201,27,5,43,145,8,7,85,48,,4,0,,19
rozekdi01,1953,1,PHA,AL,2,2,0,0,0,0,0,0,0,0,1,1,,0,0,,0
runnepe01,1953,1,WS1,AL,137,486,64,125,15,5,2,50,3,4,64,36,,3,6,,18
rushbo01,1953,1,CHN,NL,29,54,2,6,0,1,0,5,0,0,3,23,,0,3,,0
ryanco01,1953,1,PHI,NL,90,247,47,73,14,6,5,26,5,1,30,35,,0,4,,4
ryanco01,1953,2,CHA,AL,17,54,6,12,1,0,0,6,2,0,9,12,,0,0,,4
sackafr01,1953,1,WS1,AL,7,18,2,5,0,0,0,3,0,0,3,1,,0,1,,1
sainjo01,1953,1,NYA,AL,41,68,8,17,3,1,0,8,0,0,5,1,,0,4,,4
sandlmi01,1953,1,PIT,NL,64,186,10,43,5,0,0,12,0,0,12,19,,1,3,,3
sauerha01,1953,1,CHN,NL,108,395,61,104,16,5,19,60,0,0,50,56,,2,0,,12
sawatca01,1953,1,CHN,NL,43,59,5,13,3,0,1,5,0,0,7,7,,0,0,,2
scarbra01,1953,1,NYA,AL,25,12,1,1,0,0,1,3,0,0,0,2,,0,1,,1
scarbra01,1953,2,DET,AL,13,2,0,0,0,0,0,0,0,0,0,0,,0,0,,0
schalar01,1953,1,NYA,AL,7,6,1,2,0,0,0,0,0,0,0,2,,0,0,,0
scheica01,1953,1,PHA,AL,35,41,4,8,0,0,0,4,0,0,2,1,,0,0,,1
schmijo01,1953,1,NYA,AL,3,0,0,0,0,0,0,0,0,0,0,0,,0,1,,0
schmijo01,1953,2,WS1,AL,24,34,0,2,0,0,0,0,0,0,0,13,,0,3,,0
schmiwi01,1953,1,SLN,NL,6,4,0,0,0,0,0,0,0,0,0,2,,0,0,,0
schoere01,1953,1,SLN,NL,146,564,107,193,35,5,15,79,3,3,60,23,,0,3,,19
schofdi01,1953,1,SLN,NL,33,39,9,7,0,0,2,4,0,0,2,11,,0,0,,0
schrapa01,1953,1,CHN,NL,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0
schular01,1953,1,NYA,AL,7,0,3,0,0,0,0,0,0,0,0,0,,0,0,,0
schulbo01,1953,1,CHN,NL,7,3,0,0,0,0,0,0,0,0,0,1,,0,0,,0
schulbo01,1953,2,PIT,NL,11,2,1,0,0,0,0,0,0,0,1,2,,0,1,,0
seminan01,1953,1,CIN,NL,119,387,46,91,12,0,19,64,2,2,49,82,,1,1,,10
serenbi01,1953,1,CHN,NL,93,275,30,69,10,5,10,52,0,0,41,46,,1,2,,9
shantbo01,1953,1,PHA,AL,21,38,6,9,1,1,0,4,1,0,2,3,,0,1,,0
sheasp01,1953,1,WS1,AL,23,62,2,11,1,1,0,6,0,0,2,9,,0,4,,3
sheelbu01,1953,1,CHA,AL,31,46,4,10,1,0,0,2,0,0,9,8,,0,1,,1
shepaja01,1953,1,PIT,NL,2,4,0,1,0,0,0,0,0,0,0,2,,0,0,,0
shubage01,1953,1,BRO,NL,74,169,19,43,12,1,5,23,1,2,17,20,,1,2,,5
sievero01,1953,1,SLA,AL,92,285,37,77,15,0,8,35,0,1,32,47,,0,6,,9
silvech01,1953,1,NYA,AL,42,82,11,23,3,1,0,12,0,1,9,5,,0,3,,0
simaal01,1953,1,WS1,AL,31,17,1,2,0,0,0,0,0,0,1,8,,0,0,,0
simmocu01,1953,1,PHI,NL,32,93,6,13,1,1,0,3,1,0,2,15,,1,4,,0
simpsdu01,1953,1,CHN,NL,30,8,1,2,0,0,0,0,0,0,0,1,,0,0,,0
simpsha01,1953,1,CLE,AL,82,242,25,55,3,1,7,22,0,0,18,27,,1,3,,6
sisledi01,1953,1,SLN,NL,32,43,3,11,1,1,0,4,0,0,1,4,,0,0,,1
sistisi01,1953,1,ML1,NL,38,23,8,5,1,0,0,4,0,0,5,2,,0,0,,1
slaugen01,1953,1,SLN,NL,143,492,64,143,34,9,6,89,4,4,80,28,,5,1,,10
smallro01,1953,1,CHN,NL,82,253,20,63,9,0,6,25,0,0,28,57,,2,5,,4
smithal04,1953,1,CLE,AL,47,150,28,36,9,0,3,14,2,0,20,25,,3,0,,0
smithdi01,1953,1,PIT,NL,13,43,4,7,0,1,0,2,0,1,6,6,,0,0,,1
smithfr06,1953,1,CIN,NL,50,13,0,2,0,0,0,1,0,0,0,6,,0,2,,0
smithpa03,1953,1,PIT,NL,118,389,41,110,12,7,4,44,3,0,24,23,,3,11,,8
snidedu01,1953,1,BRO,NL,153,590,132,198,38,4,42,126,16,7,82,90,,3,5,,10
snydeje01,1953,1,WS1,AL,29,62,10,21,4,0,0,4,1,1,5,8,,0,0,,2
souchst01,1953,1,DET,AL,89,278,29,84,13,3,11,46,5,1,8,35,,2,2,,10
spahnwa01,1953,1,ML1,NL,38,105,6,23,5,0,2,12,0,0,1,22,,0,5,,1
spencda01,1953,1,NY1,NL,118,408,55,85,18,5,20,56,0,1,42,74,,3,2,,11
spencge01,1953,1,NY1,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stalege01,1953,1,SLN,NL,40,78,4,8,0,0,0,2,0,0,4,21,,0,7,,3
stallvi01,1953,1,SLN,NL,1,1,0,0,0,0,0,0,0,0,0,0,,0,0,,0
stanked01,1953,1,SLN,NL,17,30,5,8,0,0,0,1,0,0,6,4,,1,3,,0
stclaeb01,1953,1,ML1,NL,33,80,7,16,3,0,2,5,0,0,3,9,,0,0,,0
stephge01,1953,1,BOS,AL,78,221,30,45,6,2,3,18,3,3,29,56,,2,2,,1
stephve01,1953,1,CHA,AL,44,129,14,24,6,0,1,14,2,0,13,18,,0,1,,3
stephve01,1953,2,SLA,AL,46,165,16,53,8,0,4,17,0,0,18,24,,0,3,,7
stewabu01,1953,1,CHA,AL,53,59,16,16,2,0,2,13,1,0,14,3,,0,0,,1
stewabu02,1953,1,WS1,AL,2,5,1,1,0,0,0,0,0,0,0,0,,0,0,,0
stobbch01,1953,1,WS1,AL,27,44,11,10,0,0,0,3,1,0,4,14,,0,10,,1
stonede01,1953,1,WS1,AL,3,2,0,0,0,0,0,0,0,0,0,0,,0,0,,0
stricge01,1953,1,CLE,AL,123,419,43,119,17,4,5,47,0,0,51,52,,0,12,,4
stuarma01,1953,1,SLA,AL,60,26,3,5,1,0,0,1,0,0,0,11,,0,0,,1
stuffpa01,1953,1,PHI,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
suderpe01,1953,1,PHA,AL,115,454,44,130,11,3,4,35,3,3,17,35,,0,3,,10
sullifr01,1953,1,BOS,AL,14,4,0,1,0,0,0,0,0,0,0,1,,0,0,,0
sulliru01,1953,1,DET,AL,23,72,7,18,5,1,1,6,0,0,13,5,,2,1,,4
surkoma01,1953,1,ML1,NL,28,56,10,16,5,1,0,6,0,0,5,7,,0,5,,1
swiftbo01,1953,1,DET,AL,2,3,0,1,1,0,0,1,0,0,2,1,,0,0,,0
szekejo01,1953,1,CIN,NL,5,13,0,1,0,0,0,0,0,0,0,3,,0,0,,1
talbobo01,1953,1,CHN,NL,8,30,5,10,0,1,0,0,1,0,0,4,,0,2,,2
teeddi01,1953,1,BRO,NL,1,1,0,0,0,0,0,0,0,0,0,1,,0,0,,0
templjo01,1953,1,CIN,NL,63,110,14,29,4,0,1,9,1,0,7,12,,1,2,,0
terwiwa01,1953,1,WS1,AL,134,464,62,117,24,4,4,46,7,4,64,65,,0,13,,13
thomafr03,1953,1,PIT,NL,128,455,68,116,22,1,30,102,1,2,50,93,,2,3,,12
thomaki01,1953,1,PHA,AL,24,49,1,6,0,0,0,2,0,0,3,6,,0,0,,2
thomaki01,1953,2,WS1,AL,38,58,10,17,3,2,1,12,0,0,11,7,,1,0,,5
thompdo01,1953,1,BRO,NL,96,153,25,37,5,0,1,12,2,3,14,13,,1,1,,6
thompha02,1953,1,NY1,NL,114,388,80,117,15,8,24,74,6,5,60,39,,4,2,,5
thomsbo01,1953,1,NY1,NL,154,608,80,175,22,6,26,106,4,2,43,57,,3,2,,18
thorpbo01,1953,1,ML1,NL,27,37,1,6,1,0,0,5,0,1,1,6,,0,1,,0
tiptojo01,1953,1,CLE,AL,47,109,17,25,2,0,6,13,0,0,19,13,,3,0,,7
tomandi01,1953,1,CLE,AL,1,5,0,0,0,0,0,0,0,0,0,3,,0,0,,0
torgeea01,1953,1,PHI,NL,111,379,58,104,25,8,11,64,7,1,53,57,,2,3,,7
triangu01,1953,1,NYA,AL,18,51,5,8,2,0,1,6,0,0,3,9,,0,1,,0
tricebo01,1953,1,PHA,AL,3,7,2,1,1,0,0,1,0,0,0,1,,1,0,,0
truckvi01,1953,1,SLA,AL,16,25,0,4,1,0,0,1,0,0,0,3,,0,4,,0
truckvi01,1953,2,CHA,AL,24,63,6,15,3,0,1,6,0,0,0,10,,1,9,,1
turlebo01,1953,1,SLA,AL,10,18,2,5,0,0,1,1,0,0,1,6,,0,2,,0
umphlto01,1953,1,BOS,AL,137,495,53,140,27,5,3,59,4,2,34,30,,2,7,,11
uprigdi01,1953,1,SLA,AL,9,8,3,2,0,0,1,1,0,0,1,3,,0,0,,0
valoel01,1953,1,PHA,AL,50,85,15,19,3,0,0,9,0,1,22,7,,0,0,,2
verblge01,1953,1,WS1,AL,13,21,4,4,0,0,0,2,0,0,2,1,,0,1,,1
verdifr01,1953,1,NYA,AL,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0
vernomi01,1953,1,WS1,AL,152,608,101,205,43,11,15,115,4,6,63,57,,4,4,,15
vollmcl01,1953,1,BOS,AL,1,0,0,0,0,0,0,0,0,0,1,0,,0,0,,0
vollmcl01,1953,2,WS1,AL,118,408,54,106,15,3,11,74,0,2,48,59,,3,1,,6
wadebe01,1953,1,BRO,NL,32,24,1,4,0,0,1,2,0,0,0,8,,0,3,,1
waitked01,1953,1,PHI,NL,81,247,24,72,9,2,1,16,1,1,13,23,,1,1,,3
walkeru01,1953,1,BRO,NL,43,95,5,23,6,0,3,9,0,0,7,11,,1,0,,1
wardpr01,1953,1,CHN,NL,33,100,10,23,5,0,4,12,3,1,18,21,,0,1,,3
wardpr01,1953,2,PIT,NL,88,281,35,59,7,1,8,27,1,3,44,39,,1,5,,6
watline01,1953,1,PHA,AL,21,44,4,7,1,0,0,3,0,1,3,8,,0,0,,1
waughji01,1953,1,PIT,NL,29,22,2,5,0,0,0,1,0,0,1,5,,0,1,,1
wehmehe01,1953,1,CIN,NL,29,20,1,4,0,0,0,0,0,0,1,6,,0,0,,1
weikdi01,1953,1,CLE,AL,1,0,1,0,0,0,0,0,0,0,0,0,,0,0,,0
weikdi01,1953,2,DET,AL,12,2,1,1,1,0,0,1,0,0,0,1,,0,1,,0
werlebi01,1953,1,BOS,AL,5,2,0,0,0,0,0,0,0,0,1,0,,0,0,,0
wertzvi01,1953,1,SLA,AL,128,440,61,118,18,6,19,70,1,4,72,44,,4,2,,13
westlwa01,1953,1,CLE,AL,82,218,42,72,7,1,9,46,2,0,35,29,,2,4,,6
westrwe01,1953,1,NY1,NL,107,290,40,65,5,0,12,30,2,0,56,73,,1,0,,8
whiteha01,1953,1,SLA,AL,10,1,0,0,0,0,0,0,0,0,1,0,,0,0,,0
